data,timeStamp,dataType,units,sensorType,supervisorID
214.5381121,03/22/2020-17:39:52,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0425,03/22/2020-17:39:52,raw Voltage,V,ADC1115_Pyra,1
17.61,03/22/2020-23:39:53,Temperature,C,BME280,2
34.69,03/22/2020-23:39:53,Humidity,%,BME280,2
840.57,03/22/2020-23:39:53,Pressure,hPa,BME280,2
1548.19,03/22/2020-23:39:53,Elevation,m,BME280,2
213.2761232,03/22/2020-17:39:53,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:39:53,raw Voltage,V,ADC1115_Pyra,1
17.61,03/22/2020-23:39:54,Temperature,C,BME280,2
34.94,03/22/2020-23:39:54,Humidity,%,BME280,2
840.55,03/22/2020-23:39:54,Pressure,hPa,BME280,2
1548.8,03/22/2020-23:39:54,Elevation,m,BME280,2
214.5381121,03/22/2020-17:39:54,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0425,03/22/2020-17:39:54,raw Voltage,V,ADC1115_Pyra,1
17.62,03/22/2020-23:39:55,Temperature,C,BME280,2
34.83,03/22/2020-23:39:55,Humidity,%,BME280,2
840.6,03/22/2020-23:39:55,Pressure,hPa,BME280,2
1547.78,03/22/2020-23:39:55,Elevation,m,BME280,2
213.9071176,03/22/2020-17:39:55,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:39:55,raw Voltage,V,ADC1115_Pyra,1
17.61,03/22/2020-23:39:56,Temperature,C,BME280,2
34.92,03/22/2020-23:39:56,Humidity,%,BME280,2
840.63,03/22/2020-23:39:56,Pressure,hPa,BME280,2
1547.73,03/22/2020-23:39:56,Elevation,m,BME280,2
213.9071176,03/22/2020-17:39:56,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:39:56,raw Voltage,V,ADC1115_Pyra,1
17.6,03/22/2020-23:39:57,Temperature,C,BME280,2
34.88,03/22/2020-23:39:57,Humidity,%,BME280,2
840.58,03/22/2020-23:39:57,Pressure,hPa,BME280,2
1548.49,03/22/2020-23:39:57,Elevation,m,BME280,2
215.1691065,03/22/2020-17:39:57,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042625,03/22/2020-17:39:57,raw Voltage,V,ADC1115_Pyra,1
213.9071176,03/22/2020-17:39:58,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:39:58,raw Voltage,V,ADC1115_Pyra,1
17.6,03/22/2020-23:39:59,Temperature,C,BME280,2
34.85,03/22/2020-23:39:59,Humidity,%,BME280,2
840.57,03/22/2020-23:39:59,Pressure,hPa,BME280,2
1548.83,03/22/2020-23:39:59,Elevation,m,BME280,2
214.5381121,03/22/2020-17:39:59,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0425,03/22/2020-17:39:59,raw Voltage,V,ADC1115_Pyra,1
17.61,03/22/2020-23:40:00,Temperature,C,BME280,2
34.87,03/22/2020-23:40:00,Humidity,%,BME280,2
840.58,03/22/2020-23:40:00,Pressure,hPa,BME280,2
1548.85,03/22/2020-23:40:00,Elevation,m,BME280,2
214.5381121,03/22/2020-17:40:00,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0425,03/22/2020-17:40:00,raw Voltage,V,ADC1115_Pyra,1
17.61,03/22/2020-23:40:01,Temperature,C,BME280,2
34.68,03/22/2020-23:40:01,Humidity,%,BME280,2
840.6,03/22/2020-23:40:01,Pressure,hPa,BME280,2
1548.03,03/22/2020-23:40:01,Elevation,m,BME280,2
213.9071176,03/22/2020-17:40:01,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:01,raw Voltage,V,ADC1115_Pyra,1
17.61,03/22/2020-23:40:02,Temperature,C,BME280,2
34.92,03/22/2020-23:40:02,Humidity,%,BME280,2
840.47,03/22/2020-23:40:02,Pressure,hPa,BME280,2
1549.28,03/22/2020-23:40:02,Elevation,m,BME280,2
213.9071176,03/22/2020-17:40:02,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:02,raw Voltage,V,ADC1115_Pyra,1
17.6,03/22/2020-23:40:03,Temperature,C,BME280,2
34.92,03/22/2020-23:40:03,Humidity,%,BME280,2
840.46,03/22/2020-23:40:03,Pressure,hPa,BME280,2
1548.75,03/22/2020-23:40:03,Elevation,m,BME280,2
213.9071176,03/22/2020-17:40:03,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:03,raw Voltage,V,ADC1115_Pyra,1
17.61,03/22/2020-23:40:04,Temperature,C,BME280,2
34.94,03/22/2020-23:40:04,Humidity,%,BME280,2
840.55,03/22/2020-23:40:04,Pressure,hPa,BME280,2
1548.51,03/22/2020-23:40:04,Elevation,m,BME280,2
213.9071176,03/22/2020-17:40:04,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:04,raw Voltage,V,ADC1115_Pyra,1
213.9071176,03/22/2020-17:40:05,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:05,raw Voltage,V,ADC1115_Pyra,1
17.61,03/22/2020-23:40:06,Temperature,C,BME280,2
34.79,03/22/2020-23:40:06,Humidity,%,BME280,2
840.57,03/22/2020-23:40:06,Pressure,hPa,BME280,2
1548.66,03/22/2020-23:40:06,Elevation,m,BME280,2
214.5381121,03/22/2020-17:40:07,solar irradiance,w/m^2,ADC1115_Pyra,1
0.0425,03/22/2020-17:40:07,raw Voltage,V,ADC1115_Pyra,1
17.61,03/22/2020-23:40:07,Temperature,C,BME280,2
34.72,03/22/2020-23:40:07,Humidity,%,BME280,2
840.46,03/22/2020-23:40:07,Pressure,hPa,BME280,2
1549.16,03/22/2020-23:40:07,Elevation,m,BME280,2
213.9071176,03/22/2020-17:40:08,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:08,raw Voltage,V,ADC1115_Pyra,1
17.6,03/22/2020-23:40:08,Temperature,C,BME280,2
34.65,03/22/2020-23:40:08,Humidity,%,BME280,2
840.62,03/22/2020-23:40:08,Pressure,hPa,BME280,2
1548.09,03/22/2020-23:40:08,Elevation,m,BME280,2
213.9071176,03/22/2020-17:40:09,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:09,raw Voltage,V,ADC1115_Pyra,1
17.6,03/22/2020-23:40:09,Temperature,C,BME280,2
34.96,03/22/2020-23:40:09,Humidity,%,BME280,2
840.63,03/22/2020-23:40:09,Pressure,hPa,BME280,2
1547.53,03/22/2020-23:40:09,Elevation,m,BME280,2
213.9071176,03/22/2020-17:40:10,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:10,raw Voltage,V,ADC1115_Pyra,1
17.6,03/22/2020-23:40:10,Temperature,C,BME280,2
34.81,03/22/2020-23:40:10,Humidity,%,BME280,2
840.67,03/22/2020-23:40:10,Pressure,hPa,BME280,2
1547.71,03/22/2020-23:40:10,Elevation,m,BME280,2
213.9071176,03/22/2020-17:40:11,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:11,raw Voltage,V,ADC1115_Pyra,1
17.59,03/22/2020-23:40:11,Temperature,C,BME280,2
34.94,03/22/2020-23:40:11,Humidity,%,BME280,2
840.63,03/22/2020-23:40:11,Pressure,hPa,BME280,2
1547.89,03/22/2020-23:40:11,Elevation,m,BME280,2
213.9071176,03/22/2020-17:40:12,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:12,raw Voltage,V,ADC1115_Pyra,1
212.6451287,03/22/2020-17:40:13,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:13,raw Voltage,V,ADC1115_Pyra,1
17.59,03/22/2020-23:40:13,Temperature,C,BME280,2
34.91,03/22/2020-23:40:13,Humidity,%,BME280,2
840.67,03/22/2020-23:40:13,Pressure,hPa,BME280,2
1547.56,03/22/2020-23:40:13,Elevation,m,BME280,2
213.9071176,03/22/2020-17:40:14,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:14,raw Voltage,V,ADC1115_Pyra,1
17.59,03/22/2020-23:40:14,Temperature,C,BME280,2
34.73,03/22/2020-23:40:14,Humidity,%,BME280,2
840.73,03/22/2020-23:40:14,Pressure,hPa,BME280,2
1546.94,03/22/2020-23:40:14,Elevation,m,BME280,2
213.9071176,03/22/2020-17:40:15,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:15,raw Voltage,V,ADC1115_Pyra,1
17.59,03/22/2020-23:40:15,Temperature,C,BME280,2
34.92,03/22/2020-23:40:15,Humidity,%,BME280,2
840.62,03/22/2020-23:40:15,Pressure,hPa,BME280,2
1547.87,03/22/2020-23:40:15,Elevation,m,BME280,2
213.2761232,03/22/2020-17:40:16,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:16,raw Voltage,V,ADC1115_Pyra,1
17.59,03/22/2020-23:40:16,Temperature,C,BME280,2
34.75,03/22/2020-23:40:16,Humidity,%,BME280,2
840.51,03/22/2020-23:40:16,Pressure,hPa,BME280,2
1548.87,03/22/2020-23:40:16,Elevation,m,BME280,2
213.2761232,03/22/2020-17:40:17,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:17,raw Voltage,V,ADC1115_Pyra,1
17.59,03/22/2020-23:40:17,Temperature,C,BME280,2
35.01,03/22/2020-23:40:17,Humidity,%,BME280,2
840.66,03/22/2020-23:40:17,Pressure,hPa,BME280,2
1547.49,03/22/2020-23:40:17,Elevation,m,BME280,2
213.2761232,03/22/2020-17:40:18,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:18,raw Voltage,V,ADC1115_Pyra,1
17.59,03/22/2020-23:40:19,Temperature,C,BME280,2
34.94,03/22/2020-23:40:19,Humidity,%,BME280,2
840.61,03/22/2020-23:40:19,Pressure,hPa,BME280,2
1548.63,03/22/2020-23:40:19,Elevation,m,BME280,2
213.2761232,03/22/2020-17:40:19,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:19,raw Voltage,V,ADC1115_Pyra,1
213.2761232,03/22/2020-17:40:20,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:20,raw Voltage,V,ADC1115_Pyra,1
17.58,03/22/2020-23:40:20,Temperature,C,BME280,2
34.83,03/22/2020-23:40:20,Humidity,%,BME280,2
840.55,03/22/2020-23:40:20,Pressure,hPa,BME280,2
1548.6,03/22/2020-23:40:20,Elevation,m,BME280,2
213.2761232,03/22/2020-17:40:21,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:21,raw Voltage,V,ADC1115_Pyra,1
17.59,03/22/2020-23:40:21,Temperature,C,BME280,2
34.73,03/22/2020-23:40:21,Humidity,%,BME280,2
840.65,03/22/2020-23:40:21,Pressure,hPa,BME280,2
1547.61,03/22/2020-23:40:21,Elevation,m,BME280,2
213.2761232,03/22/2020-17:40:22,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:22,raw Voltage,V,ADC1115_Pyra,1
17.59,03/22/2020-23:40:22,Temperature,C,BME280,2
34.76,03/22/2020-23:40:22,Humidity,%,BME280,2
840.63,03/22/2020-23:40:22,Pressure,hPa,BME280,2
1548.36,03/22/2020-23:40:22,Elevation,m,BME280,2
213.2761232,03/22/2020-17:40:23,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:23,raw Voltage,V,ADC1115_Pyra,1
17.58,03/22/2020-23:40:23,Temperature,C,BME280,2
35,03/22/2020-23:40:23,Humidity,%,BME280,2
840.71,03/22/2020-23:40:23,Pressure,hPa,BME280,2
1547.09,03/22/2020-23:40:23,Elevation,m,BME280,2
213.9071176,03/22/2020-17:40:24,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:24,raw Voltage,V,ADC1115_Pyra,1
17.57,03/22/2020-23:40:24,Temperature,C,BME280,2
34.81,03/22/2020-23:40:24,Humidity,%,BME280,2
840.68,03/22/2020-23:40:24,Pressure,hPa,BME280,2
1547.54,03/22/2020-23:40:24,Elevation,m,BME280,2
213.2761232,03/22/2020-17:40:25,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:25,raw Voltage,V,ADC1115_Pyra,1
17.58,03/22/2020-23:40:26,Temperature,C,BME280,2
34.95,03/22/2020-23:40:26,Humidity,%,BME280,2
840.57,03/22/2020-23:40:26,Pressure,hPa,BME280,2
1547.9,03/22/2020-23:40:26,Elevation,m,BME280,2
213.2761232,03/22/2020-17:40:26,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:26,raw Voltage,V,ADC1115_Pyra,1
212.6451287,03/22/2020-17:40:27,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:27,raw Voltage,V,ADC1115_Pyra,1
17.57,03/22/2020-23:40:27,Temperature,C,BME280,2
35.04,03/22/2020-23:40:27,Humidity,%,BME280,2
840.58,03/22/2020-23:40:27,Pressure,hPa,BME280,2
1547.99,03/22/2020-23:40:27,Elevation,m,BME280,2
213.2761232,03/22/2020-17:40:28,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:28,raw Voltage,V,ADC1115_Pyra,1
17.57,03/22/2020-23:40:28,Temperature,C,BME280,2
34.8,03/22/2020-23:40:28,Humidity,%,BME280,2
840.62,03/22/2020-23:40:28,Pressure,hPa,BME280,2
1547.8,03/22/2020-23:40:28,Elevation,m,BME280,2
213.2761232,03/22/2020-17:40:29,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:29,raw Voltage,V,ADC1115_Pyra,1
17.58,03/22/2020-23:40:29,Temperature,C,BME280,2
34.9,03/22/2020-23:40:29,Humidity,%,BME280,2
840.67,03/22/2020-23:40:29,Pressure,hPa,BME280,2
1547.69,03/22/2020-23:40:29,Elevation,m,BME280,2
213.2761232,03/22/2020-17:40:30,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:30,raw Voltage,V,ADC1115_Pyra,1
17.57,03/22/2020-23:40:30,Temperature,C,BME280,2
34.91,03/22/2020-23:40:30,Humidity,%,BME280,2
840.68,03/22/2020-23:40:30,Pressure,hPa,BME280,2
1547.44,03/22/2020-23:40:30,Elevation,m,BME280,2
213.2761232,03/22/2020-17:40:31,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04225,03/22/2020-17:40:31,raw Voltage,V,ADC1115_Pyra,1
17.58,03/22/2020-23:40:31,Temperature,C,BME280,2
35.04,03/22/2020-23:40:31,Humidity,%,BME280,2
840.64,03/22/2020-23:40:31,Pressure,hPa,BME280,2
1548.56,03/22/2020-23:40:31,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:32,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:32,raw Voltage,V,ADC1115_Pyra,1
17.57,03/22/2020-23:40:33,Temperature,C,BME280,2
34.88,03/22/2020-23:40:33,Humidity,%,BME280,2
840.74,03/22/2020-23:40:33,Pressure,hPa,BME280,2
1546.6,03/22/2020-23:40:33,Elevation,m,BME280,2
213.9071176,03/22/2020-17:40:33,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042375,03/22/2020-17:40:33,raw Voltage,V,ADC1115_Pyra,1
17.57,03/22/2020-23:40:34,Temperature,C,BME280,2
34.76,03/22/2020-23:40:34,Humidity,%,BME280,2
840.68,03/22/2020-23:40:34,Pressure,hPa,BME280,2
1547.76,03/22/2020-23:40:34,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:34,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:34,raw Voltage,V,ADC1115_Pyra,1
212.6451287,03/22/2020-17:40:35,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:35,raw Voltage,V,ADC1115_Pyra,1
17.57,03/22/2020-23:40:35,Temperature,C,BME280,2
34.81,03/22/2020-23:40:35,Humidity,%,BME280,2
840.71,03/22/2020-23:40:35,Pressure,hPa,BME280,2
1547.1,03/22/2020-23:40:35,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:36,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:36,raw Voltage,V,ADC1115_Pyra,1
17.58,03/22/2020-23:40:36,Temperature,C,BME280,2
34.91,03/22/2020-23:40:36,Humidity,%,BME280,2
840.72,03/22/2020-23:40:36,Pressure,hPa,BME280,2
1546.87,03/22/2020-23:40:36,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:37,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:37,raw Voltage,V,ADC1115_Pyra,1
17.57,03/22/2020-23:40:37,Temperature,C,BME280,2
34.78,03/22/2020-23:40:37,Humidity,%,BME280,2
840.67,03/22/2020-23:40:37,Pressure,hPa,BME280,2
1547.32,03/22/2020-23:40:37,Elevation,m,BME280,2
212.0141343,03/22/2020-17:40:38,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042,03/22/2020-17:40:38,raw Voltage,V,ADC1115_Pyra,1
17.57,03/22/2020-23:40:39,Temperature,C,BME280,2
34.83,03/22/2020-23:40:39,Humidity,%,BME280,2
840.68,03/22/2020-23:40:39,Pressure,hPa,BME280,2
1547.18,03/22/2020-23:40:39,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:39,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:39,raw Voltage,V,ADC1115_Pyra,1
17.56,03/22/2020-23:40:40,Temperature,C,BME280,2
34.85,03/22/2020-23:40:40,Humidity,%,BME280,2
840.69,03/22/2020-23:40:40,Pressure,hPa,BME280,2
1547.17,03/22/2020-23:40:40,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:40,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:40,raw Voltage,V,ADC1115_Pyra,1
17.57,03/22/2020-23:40:41,Temperature,C,BME280,2
34.88,03/22/2020-23:40:41,Humidity,%,BME280,2
840.67,03/22/2020-23:40:41,Pressure,hPa,BME280,2
1547.46,03/22/2020-23:40:41,Elevation,m,BME280,2
212.0141343,03/22/2020-17:40:41,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042,03/22/2020-17:40:41,raw Voltage,V,ADC1115_Pyra,1
212.6451287,03/22/2020-17:40:42,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:42,raw Voltage,V,ADC1115_Pyra,1
17.56,03/22/2020-23:40:42,Temperature,C,BME280,2
34.93,03/22/2020-23:40:42,Humidity,%,BME280,2
840.75,03/22/2020-23:40:42,Pressure,hPa,BME280,2
1546.83,03/22/2020-23:40:42,Elevation,m,BME280,2
212.0141343,03/22/2020-17:40:43,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042,03/22/2020-17:40:43,raw Voltage,V,ADC1115_Pyra,1
17.57,03/22/2020-23:40:43,Temperature,C,BME280,2
35.03,03/22/2020-23:40:43,Humidity,%,BME280,2
840.66,03/22/2020-23:40:43,Pressure,hPa,BME280,2
1547.55,03/22/2020-23:40:43,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:44,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:44,raw Voltage,V,ADC1115_Pyra,1
17.56,03/22/2020-23:40:44,Temperature,C,BME280,2
34.84,03/22/2020-23:40:44,Humidity,%,BME280,2
840.7,03/22/2020-23:40:44,Pressure,hPa,BME280,2
1547.33,03/22/2020-23:40:44,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:45,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:45,raw Voltage,V,ADC1115_Pyra,1
17.55,03/22/2020-23:40:46,Temperature,C,BME280,2
34.86,03/22/2020-23:40:46,Humidity,%,BME280,2
840.69,03/22/2020-23:40:46,Pressure,hPa,BME280,2
1547.24,03/22/2020-23:40:46,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:46,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:46,raw Voltage,V,ADC1115_Pyra,1
17.56,03/22/2020-23:40:47,Temperature,C,BME280,2
35.03,03/22/2020-23:40:47,Humidity,%,BME280,2
840.73,03/22/2020-23:40:47,Pressure,hPa,BME280,2
1546.93,03/22/2020-23:40:47,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:47,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:47,raw Voltage,V,ADC1115_Pyra,1
17.55,03/22/2020-23:40:48,Temperature,C,BME280,2
35.01,03/22/2020-23:40:48,Humidity,%,BME280,2
840.57,03/22/2020-23:40:48,Pressure,hPa,BME280,2
1547.99,03/22/2020-23:40:48,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:48,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:48,raw Voltage,V,ADC1115_Pyra,1
212.6451287,03/22/2020-17:40:49,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:49,raw Voltage,V,ADC1115_Pyra,1
17.55,03/22/2020-23:40:49,Temperature,C,BME280,2
34.93,03/22/2020-23:40:49,Humidity,%,BME280,2
840.69,03/22/2020-23:40:49,Pressure,hPa,BME280,2
1547.51,03/22/2020-23:40:49,Elevation,m,BME280,2
212.0141343,03/22/2020-17:40:50,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042,03/22/2020-17:40:50,raw Voltage,V,ADC1115_Pyra,1
17.55,03/22/2020-23:40:50,Temperature,C,BME280,2
34.98,03/22/2020-23:40:50,Humidity,%,BME280,2
840.73,03/22/2020-23:40:50,Pressure,hPa,BME280,2
1546.95,03/22/2020-23:40:50,Elevation,m,BME280,2
212.0141343,03/22/2020-17:40:51,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042,03/22/2020-17:40:51,raw Voltage,V,ADC1115_Pyra,1
17.55,03/22/2020-23:40:51,Temperature,C,BME280,2
34.97,03/22/2020-23:40:51,Humidity,%,BME280,2
840.7,03/22/2020-23:40:51,Pressure,hPa,BME280,2
1547.63,03/22/2020-23:40:51,Elevation,m,BME280,2
212.0141343,03/22/2020-17:40:52,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042,03/22/2020-17:40:52,raw Voltage,V,ADC1115_Pyra,1
17.55,03/22/2020-23:40:53,Temperature,C,BME280,2
34.97,03/22/2020-23:40:53,Humidity,%,BME280,2
840.64,03/22/2020-23:40:53,Pressure,hPa,BME280,2
1547.75,03/22/2020-23:40:53,Elevation,m,BME280,2
212.0141343,03/22/2020-17:40:53,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042,03/22/2020-17:40:53,raw Voltage,V,ADC1115_Pyra,1
17.56,03/22/2020-23:40:54,Temperature,C,BME280,2
35.03,03/22/2020-23:40:54,Humidity,%,BME280,2
840.66,03/22/2020-23:40:54,Pressure,hPa,BME280,2
1547.46,03/22/2020-23:40:54,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:54,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:54,raw Voltage,V,ADC1115_Pyra,1
17.55,03/22/2020-23:40:55,Temperature,C,BME280,2
35.05,03/22/2020-23:40:55,Humidity,%,BME280,2
840.71,03/22/2020-23:40:55,Pressure,hPa,BME280,2
1546.74,03/22/2020-23:40:55,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:55,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:55,raw Voltage,V,ADC1115_Pyra,1
212.6451287,03/22/2020-17:40:56,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:56,raw Voltage,V,ADC1115_Pyra,1
17.54,03/22/2020-23:40:56,Temperature,C,BME280,2
34.83,03/22/2020-23:40:56,Humidity,%,BME280,2
840.66,03/22/2020-23:40:56,Pressure,hPa,BME280,2
1547.54,03/22/2020-23:40:56,Elevation,m,BME280,2
212.0141343,03/22/2020-17:40:57,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042,03/22/2020-17:40:57,raw Voltage,V,ADC1115_Pyra,1
17.54,03/22/2020-23:40:57,Temperature,C,BME280,2
35.02,03/22/2020-23:40:57,Humidity,%,BME280,2
840.7,03/22/2020-23:40:57,Pressure,hPa,BME280,2
1547.55,03/22/2020-23:40:57,Elevation,m,BME280,2
212.6451287,03/22/2020-17:40:58,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042125,03/22/2020-17:40:58,raw Voltage,V,ADC1115_Pyra,1
17.55,03/22/2020-23:40:58,Temperature,C,BME280,2
34.84,03/22/2020-23:40:58,Humidity,%,BME280,2
840.78,03/22/2020-23:40:58,Pressure,hPa,BME280,2
1546.54,03/22/2020-23:40:58,Elevation,m,BME280,2
212.0141343,03/22/2020-17:40:59,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042,03/22/2020-17:40:59,raw Voltage,V,ADC1115_Pyra,1
17.55,03/22/2020-23:41:00,Temperature,C,BME280,2
34.81,03/22/2020-23:41:00,Humidity,%,BME280,2
840.7,03/22/2020-23:41:00,Pressure,hPa,BME280,2
1547.11,03/22/2020-23:41:00,Elevation,m,BME280,2
211.3831398,03/22/2020-17:41:00,solar irradiance,w/m^2,ADC1115_Pyra,1
0.041875,03/22/2020-17:41:00,raw Voltage,V,ADC1115_Pyra,1
17.55,03/22/2020-23:41:01,Temperature,C,BME280,2
34.89,03/22/2020-23:41:01,Humidity,%,BME280,2
840.65,03/22/2020-23:41:01,Pressure,hPa,BME280,2
1547.46,03/22/2020-23:41:01,Elevation,m,BME280,2
212.0141343,03/22/2020-17:41:01,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042,03/22/2020-17:41:01,raw Voltage,V,ADC1115_Pyra,1
17.55,03/22/2020-23:41:02,Temperature,C,BME280,2
34.92,03/22/2020-23:41:02,Humidity,%,BME280,2
840.68,03/22/2020-23:41:02,Pressure,hPa,BME280,2
1547.62,03/22/2020-23:41:02,Elevation,m,BME280,2
211.3831398,03/22/2020-17:41:02,solar irradiance,w/m^2,ADC1115_Pyra,1
0.041875,03/22/2020-17:41:02,raw Voltage,V,ADC1115_Pyra,1
17.55,03/22/2020-23:41:03,Temperature,C,BME280,2
34.81,03/22/2020-23:41:03,Humidity,%,BME280,2
840.65,03/22/2020-23:41:03,Pressure,hPa,BME280,2
1547.52,03/22/2020-23:41:03,Elevation,m,BME280,2
210.7521454,03/22/2020-17:41:03,solar irradiance,w/m^2,ADC1115_Pyra,1
0.04175,03/22/2020-17:41:03,raw Voltage,V,ADC1115_Pyra,1
211.3831398,03/22/2020-17:41:04,solar irradiance,w/m^2,ADC1115_Pyra,1
0.041875,03/22/2020-17:41:04,raw Voltage,V,ADC1115_Pyra,1
17.55,03/22/2020-23:41:04,Temperature,C,BME280,2
34.9,03/22/2020-23:41:04,Humidity,%,BME280,2
840.56,03/22/2020-23:41:04,Pressure,hPa,BME280,2
1548.49,03/22/2020-23:41:04,Elevation,m,BME280,2
212.0141343,03/22/2020-17:41:05,solar irradiance,w/m^2,ADC1115_Pyra,1
0.042,03/22/2020-17:41:05,raw Voltage,V,ADC1115_Pyra,1
17.54,03/22/2020-23:41:06,Temperature,C,BME280,2
34.96,03/22/2020-23:41:06,Humidity,%,BME280,2
840.68,03/22/2020-23:41:06,Pressure,hPa,BME280,2
1547.1,03/22/2020-23:41:06,Elevation,m,BME280,2
